START BATCH CODE;START EVENT MONTH;START EVENT CALENDAR WEEK;END BATCH CODE;MATERIAL;END TIME;END EVENT MONTH;END EVENT CALENDAR WEEK;YEAR WEEK;CYCLE TIME;TARGET CYCLE TIME
S0320;10;41;E0320;PRODUCT TH;2023-01-11;1;2;2023 - W2;95;100
S0321;10;41;E0321;PRODUCT TH;2023-01-18;1;3;2023 - W3;102;100
S0322;11;45;E0322;PRODUCT M;2023-01-12;1;2;2023 - W2;67;100
S0323;10;43;E0323;PRODUCT M;2023-01-12;1;2;2023 - W2;85;100
S0324;3;10;E0324;PRODUCT F;2023-01-16;1;3;2023 - W3;682;100
S0325;5;20;E0325;PRODUCT T;2023-01-17;1;3;2023 - W3;252;100
S0326;11;45;E0326;PRODUCT M;2023-01-12;1;2;2023 - W2;67;100
S0327;6;24;E0327;PRODUCT N;2023-01-11;1;2;2023 - W2;216;100
S0328;9;40;E0328;PRODUCT T;2023-01-13;1;2;2023 - W2;107;100
S0329;5;19;E0329;PRODUCT T;2023-01-13;1;2;2023 - W2;254;100
S0330;8;32;E0330;PRODUCT T;2023-01-13;1;2;2023 - W2;162;100
S0331;9;40;E0331;PRODUCT T;2023-01-16;1;3;2023 - W3;110;100
S0332;9;40;E0332;PRODUCT T;2023-01-13;1;2;2023 - W2;107;100
S0333;6;26;E0333;PRODUCT T;2023-01-25;1;4;2023 - W4;215;100
S0334;9;36;E0334;PRODUCT N;2023-01-23;1;4;2023 - W4;509;100
S0335;8;33;E0335;PRODUCT C;2023-01-24;1;4;2023 - W4;169;100
S0336;9;40;E0336;PRODUCT M;2023-01-17;1;3;2023 - W3;113;100
S0337;4;15;E0337;PRODUCT T;2023-01-24;1;4;2023 - W4;294;100
S0338;8;35;E0338;PRODUCT C;2023-01-19;1;3;2023 - W3;145;100
S0339;6;26;E0339;PRODUCT C;2023-01-17;1;3;2023 - W3;211;100
S0340;10;41;E0340;PRODUCT TH;2023-01-19;1;3;2023 - W3;103;100
S0341;10;41;E0341;PRODUCT TH;2023-01-18;1;3;2023 - W3;102;100
S0342;11;46;E0342;PRODUCT M;2023-01-23;1;4;2023 - W4;73;100
S0343;11;46;E0343;PRODUCT M;2023-01-19;1;3;2023 - W3;69;100
S0344;11;46;E0344;PRODUCT M;2023-01-19;1;3;2023 - W3;69;100
S0345;11;46;E0345;PRODUCT M;2023-01-19;1;3;2023 - W3;69;100
S0346;3;14;E0346;PRODUCT TH;2023-01-17;1;3;2023 - W3;292;100
S0347;10;41;E0347;PRODUCT TH;2023-01-18;1;3;2023 - W3;102;100
S0348;10;41;E0348;PRODUCT TH;2023-01-19;1;3;2023 - W3;103;100
S0349;10;44;E0349;PRODUCT C;2023-02-01;2;5;2023 - W5;97;100
S0350;10;44;E0350;PRODUCT C;2023-01-24;1;4;2023 - W4;89;100
S0351;10;41;E0351;PRODUCT TH;2023-01-19;1;3;2023 - W3;103;100
S0352;10;44;E0352;PRODUCT C;2023-01-19;1;3;2023 - W3;84;100
S0353;10;44;E0353;PRODUCT C;2023-01-31;1;5;2023 - W5;96;100
S0354;10;44;E0354;PRODUCT C;2023-01-31;1;5;2023 - W5;96;100
S0355;10;44;E0355;PRODUCT C;2023-01-31;1;5;2023 - W5;96;100
S0356;10;44;E0356;PRODUCT C;2023-01-31;1;5;2023 - W5;96;100
S0357;3;12;E0357;PRODUCT O;2023-01-20;1;3;2023 - W3;307;100
S0358;4;15;E0358;PRODUCT T;2023-01-24;1;4;2023 - W4;294;100
S0359;11;45;E0359;PRODUCT M;2023-01-18;1;3;2023 - W3;73;100
S0360;9;40;E0360;PRODUCT T;2023-01-23;1;4;2023 - W4;117;100
S0361;11;46;E0361;PRODUCT M;2023-01-19;1;3;2023 - W3;69;100
S0362;11;46;E0362;PRODUCT M;2023-01-19;1;3;2023 - W3;69;100
S0363;11;46;E0363;PRODUCT M;2023-01-23;1;4;2023 - W4;73;100
S0364;5;22;E0364;PRODUCT N;2023-01-25;1;4;2023 - W4;242;100
S0365;5;22;E0365;PRODUCT N;2023-01-23;1;4;2023 - W4;240;100
S0366;12;51;E0366;PRODUCT T;2023-01-23;1;4;2023 - W4;401;100
S0367;10;43;E0367;PRODUCT F;2023-01-19;1;3;2023 - W3;92;100
S0368;10;43;E0368;PRODUCT F;2023-01-20;1;3;2023 - W3;93;100
S0369;8;33;E0369;PRODUCT F;2023-01-25;1;4;2023 - W4;166;100
S0370;10;44;E0370;PRODUCT F;2023-01-10;1;2;2023 - W2;77;100
S0371;10;43;E0371;PRODUCT F;2023-01-23;1;4;2023 - W4;97;100
S0372;10;43;E0372;PRODUCT F;2023-01-24;1;4;2023 - W4;98;100
S0373;10;43;E0373;PRODUCT F;2023-01-24;1;4;2023 - W4;98;100
S0374;10;43;E0374;PRODUCT F;2023-01-25;1;4;2023 - W4;99;100
S0375;7;31;E0375;PRODUCT F;2023-01-24;1;4;2023 - W4;179;100
S0376;7;31;E0376;PRODUCT F;2023-01-26;1;4;2023 - W4;180;100
S0377;7;31;E0377;PRODUCT F;2023-01-26;1;4;2023 - W4;180;100
S0378;10;43;E0378;PRODUCT F;2023-01-24;1;4;2023 - W4;97;100
S0379;10;43;E0379;PRODUCT F;2023-01-24;1;4;2023 - W4;98;100
S0380;6;24;E0380;PRODUCT N;2023-01-26;1;4;2023 - W4;231;100
S0381;11;47;E0381;PRODUCT M;2023-01-23;1;4;2023 - W4;69;100
S0382;11;47;E0382;PRODUCT M;2023-01-26;1;4;2023 - W4;72;100
S0383;11;47;E0383;PRODUCT M;2023-01-25;1;4;2023 - W4;71;100
S0384;10;44;E0384;PRODUCT T;2023-02-01;2;5;2023 - W5;97;100
S0385;4;15;E0385;PRODUCT T;2023-02-10;2;6;2023 - W6;311;100
S0386;8;32;E0386;PRODUCT T;2023-02-13;2;7;2023 - W7;193;100
S0387;7;31;E0387;PRODUCT F;2023-01-24;1;4;2023 - W4;179;100
S0388;10;43;E0388;PRODUCT F;2023-01-30;1;5;2023 - W5;103;100
S0389;12;51;E0389;PRODUCT M;2023-01-26;1;4;2023 - W4;406;100
S0390;10;41;E0390;PRODUCT TH;2023-01-27;1;4;2023 - W4;111;100
S0391;2;6;E0391;PRODUCT T;2023-01-27;1;4;2023 - W4;360;100
S0392;2;6;E0392;PRODUCT T;2023-01-27;1;4;2023 - W4;360;100
S0393;2;6;E0393;PRODUCT T;2023-02-07;2;6;2023 - W6;371;100
S0394;8;32;E0394;PRODUCT T;2023-02-01;2;5;2023 - W5;181;100
S0395;4;15;E0395;PRODUCT T;2023-02-20;2;8;2023 - W8;321;100
S0396;9;36;E0396;PRODUCT N;2023-02-03;2;5;2023 - W5;521;100
S0397;9;38;E0397;PRODUCT C;2023-02-10;2;6;2023 - W6;146;100
S0398;7;31;E0398;PRODUCT F;2023-02-07;2;6;2023 - W6;193;100
S0399;7;31;E0399;PRODUCT F;2023-02-27;2;9;2023 - W9;212;100
S0400;7;31;E0400;PRODUCT F;2023-02-24;2;8;2023 - W8;209;100
S0401;7;29;E0401;PRODUCT T;2023-02-07;2;6;2023 - W6;209;100
S0402;9;36;E0402;PRODUCT M;2023-02-02;2;5;2023 - W5;151;100
S0403;8;32;E0403;PRODUCT T;2023-02-07;2;6;2023 - W6;187;100
S0404;4;15;E0404;PRODUCT T;2023-02-08;2;6;2023 - W6;309;100
S0405;10;43;E0405;PRODUCT F;2023-01-26;1;4;2023 - W4;100;100
S0406;10;41;E0406;PRODUCT TH;2023-01-31;1;5;2023 - W5;115;100
S0407;11;49;E0407;PRODUCT M;2023-02-02;2;5;2023 - W5;65;100
S0408;11;47;E0408;PRODUCT F;2023-01-26;1;4;2023 - W4;69;100
S0409;10;43;E0409;PRODUCT F;2023-02-02;2;5;2023 - W5;106;100
S0410;10;43;E0410;PRODUCT F;2023-02-02;2;5;2023 - W5;106;100
S0411;10;43;E0411;PRODUCT F;2023-02-02;2;5;2023 - W5;106;100
S0412;11;48;E0412;PRODUCT M;2023-01-31;1;5;2023 - W5;68;100
S0413;11;48;E0413;PRODUCT M;2023-01-31;1;5;2023 - W5;68;100
S0414;6;24;E0414;PRODUCT N;2023-02-02;2;5;2023 - W5;236;100
S0415;5;21;E0415;PRODUCT N;2023-02-09;2;6;2023 - W6;267;100
S0416;10;43;E0416;PRODUCT F;2023-02-08;2;6;2023 - W6;113;100
S0417;11;48;E0417;PRODUCT M;2023-02-02;2;5;2023 - W5;70;100
S0418;7;31;E0418;PRODUCT F;2023-02-10;2;6;2023 - W6;195;100
S0419;11;48;E0419;PRODUCT M;2023-02-02;2;5;2023 - W5;70;100
S0420;7;31;E0420;PRODUCT F;2023-02-08;2;6;2023 - W6;194;100
S0421;9;37;E0421;PRODUCT F;2023-02-13;2;7;2023 - W7;523;100
S0422;8;32;E0422;PRODUCT T;2023-02-14;2;7;2023 - W7;194;100
S0423;11;45;E0423;PRODUCT T;2023-02-09;2;6;2023 - W6;99;100
S0424;11;46;E0424;PRODUCT F;2023-02-13;2;7;2023 - W7;92;100
S0425;11;48;E0425;PRODUCT M;2023-02-09;2;6;2023 - W6;77;100
S0426;11;48;E0426;PRODUCT M;2023-02-09;2;6;2023 - W6;77;100
S0427;11;46;E0427;PRODUCT F;2023-02-13;2;7;2023 - W7;92;100
S0428;11;46;E0428;PRODUCT F;2023-02-15;2;7;2023 - W7;94;100
S0429;11;46;E0429;PRODUCT F;2023-02-14;2;7;2023 - W7;93;100
S0430;9;39;E0430;PRODUCT M;2023-02-08;2;6;2023 - W6;141;100
S0431;4;15;E0431;PRODUCT T;2023-02-15;2;7;2023 - W7;316;100
S0432;9;39;E0432;PRODUCT T;2023-02-22;2;8;2023 - W8;152;100
S0433;9;39;E0433;PRODUCT T;2023-02-27;2;9;2023 - W9;158;100
S0434;10;43;E0434;PRODUCT C;2023-02-15;2;7;2023 - W7;115;100
S0435;10;43;E0435;PRODUCT C;2023-02-17;2;7;2023 - W7;117;100
S0436;10;41;E0436;PRODUCT TH;2023-02-13;2;7;2023 - W7;128;100
S0437;9;40;E0437;PRODUCT T;2023-02-14;2;7;2023 - W7;139;100
S0438;11;47;E0438;PRODUCT M;2023-02-16;2;7;2023 - W7;88;100
S0439;11;47;E0439;PRODUCT M;2023-02-15;2;7;2023 - W7;87;100
S0440;11;47;E0440;PRODUCT M;2023-02-14;2;7;2023 - W7;86;100
S0441;11;47;E0441;PRODUCT M;2023-02-20;2;8;2023 - W8;92;100
S0442;11;47;E0442;PRODUCT M;2023-02-17;2;7;2023 - W7;89;100
S0443;9;38;E0443;PRODUCT N;2023-02-17;2;7;2023 - W7;883;100
S0444;11;46;E0444;PRODUCT F;2023-02-21;2;8;2023 - W8;100;100
S0445;11;46;E0445;PRODUCT F;2023-02-17;2;7;2023 - W7;96;100
S0446;11;46;E0446;PRODUCT F;2023-02-20;2;8;2023 - W8;99;100
S0447;6;23;E0447;PRODUCT N;2023-02-23;2;8;2023 - W8;264;100
S0448;7;28;E0448;PRODUCT C;2023-02-23;2;8;2023 - W8;233;100
S0449;6;26;E0449;PRODUCT C;2023-02-23;2;8;2023 - W8;248;100
S0450;10;43;E0450;PRODUCT C;2023-02-23;2;8;2023 - W8;123;100
S0451;4;15;E0451;PRODUCT T;2023-02-22;2;8;2023 - W8;323;100
S0452;11;47;E0452;PRODUCT M;2023-02-15;2;7;2023 - W7;87;100
S0453;11;47;E0453;PRODUCT M;2023-02-13;2;7;2023 - W7;85;100
S0454;10;43;E0454;PRODUCT C;2023-02-23;2;8;2023 - W8;123;100
S0455;6;27;E0455;PRODUCT F;2023-02-20;2;8;2023 - W8;600;100
S0456;10;44;E0456;PRODUCT T;2023-02-20;2;8;2023 - W8;116;100
S0457;10;44;E0457;PRODUCT C;2023-02-22;2;8;2023 - W8;118;100
S0458;12;50;E0458;PRODUCT M;2023-02-16;2;7;2023 - W7;70;100
S0459;12;50;E0459;PRODUCT M;2023-02-16;2;7;2023 - W7;69;100
S0460;12;50;E0460;PRODUCT M;2023-02-16;2;7;2023 - W7;69;100
S0461;12;50;E0461;PRODUCT M;2023-02-16;2;7;2023 - W7;70;100
S0462;11;47;E0462;PRODUCT M;2023-02-22;2;8;2023 - W8;94;100
S0463;10;44;E0463;PRODUCT F;2023-02-28;2;9;2023 - W9;126;100
S0464;11;45;E0464;PRODUCT TH;2023-02-20;2;8;2023 - W8;106;100
S0465;11;45;E0465;PRODUCT TH;2023-02-21;2;8;2023 - W8;107;100
S0466;11;45;E0466;PRODUCT TH;2023-02-21;2;8;2023 - W8;107;100
S0467;8;32;E0467;PRODUCT M;2023-02-22;2;8;2023 - W8;200;100
S0468;11;45;E0468;PRODUCT TH;2023-02-24;2;8;2023 - W8;110;100
S0469;11;45;E0469;PRODUCT TH;2023-02-24;2;8;2023 - W8;110;100
S0470;11;45;E0470;PRODUCT TH;2023-02-24;2;8;2023 - W8;110;100
S0471;11;45;E0471;PRODUCT TH;2023-02-24;2;8;2023 - W8;110;100
S0472;7;31;E0472;PRODUCT C;2023-02-28;2;9;2023 - W9;218;100
S0473;11;45;E0473;PRODUCT TH;2023-03-01;3;9;2023 - W9;115;100
S0474;11;45;E0474;PRODUCT TH;2023-03-07;3;10;2023 - W10;121;100
S0475;11;45;E0475;PRODUCT TH;2023-03-29;3;13;2023 - W13;143;100
S0476;11;45;E0476;PRODUCT TH;2023-03-02;3;9;2023 - W9;116;100
S0477;9;36;E0477;PRODUCT C;2023-02-27;2;9;2023 - W9;179;100
S0478;7;31;E0478;PRODUCT C;2023-02-28;2;9;2023 - W9;218;100
S0479;8;33;E0479;PRODUCT C;2023-03-01;3;9;2023 - W9;205;100
S0480;6;24;E0480;PRODUCT N;2023-02-27;2;9;2023 - W9;263;100
S0481;3;12;E0481;PRODUCT O;2023-02-28;2;9;2023 - W9;346;100
S0482;10;43;E0482;PRODUCT T;2023-03-13;3;11;2023 - W11;143;100
S0483;8;35;E0483;PRODUCT T;2023-03-13;3;11;2023 - W11;567;100
S0484;12;49;E0484;PRODUCT F;2023-03-03;3;9;2023 - W9;92;100
S0485;12;51;E0485;PRODUCT M;2023-02-23;2;8;2023 - W8;73;100
S0486;12;51;E0486;PRODUCT M;2023-03-02;3;9;2023 - W9;81;100
S0487;12;51;E0487;PRODUCT M;2023-02-24;2;8;2023 - W8;75;100
S0488;11;45;E0488;PRODUCT TH;2023-03-03;3;9;2023 - W9;117;100
S0489;8;32;E0489;PRODUCT T;2023-03-08;3;10;2023 - W10;216;100
S0490;9;39;E0490;PRODUCT T;2023-03-10;3;10;2023 - W10;168;100
S0491;10;43;E0491;PRODUCT C;2023-02-28;2;9;2023 - W9;128;100
S0492;6;24;E0492;PRODUCT N;2023-02-27;2;9;2023 - W9;263;100
S0493;8;33;E0493;PRODUCT C;2023-03-02;3;9;2023 - W9;206;100
S0494;11;45;E0494;PRODUCT TH;2023-03-13;3;11;2023 - W11;127;100
S0495;11;45;E0495;PRODUCT TH;2023-03-06;3;10;2023 - W10;120;100
S0496;8;33;E0496;PRODUCT O;2023-03-06;3;10;2023 - W10;208;100
S0497;6;25;E0497;PRODUCT T;2023-03-02;3;9;2023 - W9;626;100
S0498;8;32;E0498;PRODUCT T;2023-03-10;3;10;2023 - W10;218;100
S0499;6;24;E0499;PRODUCT N;2023-03-07;3;10;2023 - W10;271;100
S0500;11;45;E0500;PRODUCT TH;2023-03-14;3;11;2023 - W11;128;100
S0501;11;45;E0501;PRODUCT TH;2023-03-30;3;13;2023 - W13;144;100
S0502;11;45;E0502;PRODUCT TH;2023-03-14;3;11;2023 - W11;128;100
S0503;10;43;E0503;PRODUCT T;2023-03-06;3;10;2023 - W10;136;100
S0504;9;39;E0504;PRODUCT T;2023-03-03;3;9;2023 - W9;162;100
S0505;9;38;E0505;PRODUCT C;2023-03-08;3;10;2023 - W10;174;100
S0506;7;31;E0506;PRODUCT C;2023-03-08;3;10;2023 - W10;226;100
S0507;7;31;E0507;PRODUCT C;2023-03-13;3;11;2023 - W11;231;100
S0508;1;2;E0508;PRODUCT M;2023-02-28;2;9;2023 - W9;58;100
S0509;1;2;E0509;PRODUCT M;2023-03-01;3;9;2023 - W9;59;100
S0510;1;2;E0510;PRODUCT M;2023-03-01;3;9;2023 - W9;59;100
S0511;1;2;E0511;PRODUCT M;2023-03-01;3;9;2023 - W9;59;100
S0512;1;4;E0512;PRODUCT M;2023-03-03;3;9;2023 - W9;42;100
S0513;1;4;E0513;PRODUCT M;2023-03-03;3;9;2023 - W9;42;100
S0514;1;4;E0514;PRODUCT M;2023-03-03;3;9;2023 - W9;42;100
S0515;5;21;E0515;PRODUCT N;2023-03-07;3;10;2023 - W10;293;100
S0516;10;44;E0516;PRODUCT T;2023-03-08;3;10;2023 - W10;132;100
S0517;11;45;E0517;PRODUCT F;2023-03-08;3;10;2023 - W10;124;100
S0518;8;32;E0518;PRODUCT T;2023-03-13;3;11;2023 - W11;221;100
S0519;2;8;E0519;PRODUCT M;2023-03-08;3;10;2023 - W10;386;100
S0520;12;52;E0520;PRODUCT M;2023-03-09;3;10;2023 - W10;443;100
S0521;6;24;E0521;PRODUCT M;2023-03-09;3;10;2023 - W10;275;100
S0522;7;31;E0522;PRODUCT F;2023-03-20;3;12;2023 - W12;233;100
S0523;11;46;E0523;PRODUCT F;2023-03-10;3;10;2023 - W10;117;100
S0524;11;46;E0524;PRODUCT F;2023-03-21;3;12;2023 - W12;128;100
S0525;11;46;E0525;PRODUCT F;2023-04-06;4;14;2023 - W14;144;100
S0526;11;46;E0526;PRODUCT F;2023-03-13;3;11;2023 - W11;120;100
S0527;10;43;E0527;PRODUCT F;2023-03-28;3;13;2023 - W13;161;100
S0528;1;4;E0528;PRODUCT M;2023-03-08;3;10;2023 - W10;47;100
S0529;1;4;E0529;PRODUCT M;2023-03-06;3;10;2023 - W10;45;100
S0530;1;4;E0530;PRODUCT M;2023-03-09;3;10;2023 - W10;48;100
S0531;11;48;E0531;PRODUCT O;2023-03-09;3;10;2023 - W10;472;100
S0532;5;21;E0532;PRODUCT N;2023-03-22;3;12;2023 - W12;308;100
S0533;8;34;E0533;PRODUCT N;2023-03-16;3;11;2023 - W11;572;100
S0534;8;32;E0534;PRODUCT T;2023-03-10;3;10;2023 - W10;218;100
S0535;9;38;E0535;PRODUCT T;2023-03-23;3;12;2023 - W12;191;100
S0536;4;17;E0536;PRODUCT T;2023-04-05;4;14;2023 - W14;713;100
S0537;12;50;E0537;PRODUCT M;2023-03-13;3;11;2023 - W11;95;100
S0538;12;51;E0538;PRODUCT M;2023-03-13;3;11;2023 - W11;88;100
S0539;1;2;E0539;PRODUCT M;2023-03-13;3;11;2023 - W11;69;100
S0540;12;50;E0540;PRODUCT M;2023-03-10;3;10;2023 - W10;92;100
S0541;12;50;E0541;PRODUCT M;2023-03-13;3;11;2023 - W11;95;100
S0542;12;50;E0542;PRODUCT M;2023-03-10;3;10;2023 - W10;92;100
S0543;12;50;E0543;PRODUCT M;2023-03-13;3;11;2023 - W11;95;100
S0544;12;50;E0544;PRODUCT M;2023-03-14;3;11;2023 - W11;96;100
S0545;12;49;E0545;PRODUCT C;2023-03-15;3;11;2023 - W11;102;100
S0546;11;45;E0546;PRODUCT TH;2023-03-14;3;11;2023 - W11;128;100
S0547;1;2;E0547;PRODUCT M;2023-03-22;3;12;2023 - W12;78;100
S0548;5;21;E0548;PRODUCT N;2023-03-22;3;12;2023 - W12;308;100
S0549;12;50;E0549;PRODUCT M;2023-03-20;3;12;2023 - W12;102;100
S0550;12;53;E0550;PRODUCT M;2023-03-16;3;11;2023 - W11;78;100
S0551;12;50;E0551;PRODUCT M;2023-03-20;3;12;2023 - W12;102;100
S0552;12;50;E0552;PRODUCT M;2023-03-16;3;11;2023 - W11;98;100
S0553;1;4;E0553;PRODUCT M;2023-03-20;3;12;2023 - W12;424;100
S0554;6;26;E0554;PRODUCT TH;2023-03-20;3;12;2023 - W12;267;100
S0555;9;40;E0555;PRODUCT T;2023-03-24;3;12;2023 - W12;177;100
S0556;12;50;E0556;PRODUCT M;2023-03-13;3;11;2023 - W11;95;100
S0557;12;53;E0557;PRODUCT M;2023-03-14;3;11;2023 - W11;76;100
S0558;12;53;E0558;PRODUCT M;2023-03-14;3;11;2023 - W11;76;100
S0559;1;2;E0559;PRODUCT M;2023-03-16;3;11;2023 - W11;72;100
S0560;12;53;E0560;PRODUCT M;2023-03-16;3;11;2023 - W11;78;100
S0561;11;46;E0561;PRODUCT F;2023-03-23;3;12;2023 - W12;130;100
S0562;12;50;E0562;PRODUCT M;2023-03-15;3;11;2023 - W11;97;100
S0563;12;53;E0563;PRODUCT M;2023-03-16;3;11;2023 - W11;78;100
S0564;1;2;E0564;PRODUCT M;2023-03-16;3;11;2023 - W11;72;100
S0565;12;53;E0565;PRODUCT M;2023-03-21;3;12;2023 - W12;83;100
S0566;11;48;E0566;PRODUCT C;2023-03-21;3;12;2023 - W12;119;100
S0567;12;50;E0567;PRODUCT M;2023-03-21;3;12;2023 - W12;103;100
S0568;10;43;E0568;PRODUCT C;2023-03-24;3;12;2023 - W12;152;100
S0569;3;14;E0569;PRODUCT TH;2023-03-23;3;12;2023 - W12;357;100
S0570;11;45;E0570;PRODUCT TH;2023-03-29;3;13;2023 - W13;143;100
S0571;12;50;E0571;PRODUCT M;2023-03-21;3;12;2023 - W12;103;100
S0572;3;10;E0572;PRODUCT F;2023-03-23;3;12;2023 - W12;748;100
S0573;9;38;E0573;PRODUCT N;2023-03-28;3;13;2023 - W13;922;100
S0574;7;31;E0574;PRODUCT F;2023-03-28;3;13;2023 - W13;241;100
S0575;12;49;E0575;PRODUCT C;2023-03-27;3;13;2023 - W13;114;100
S0576;12;49;E0576;PRODUCT C;2023-03-24;3;12;2023 - W12;111;100
S0577;9;40;E0577;PRODUCT T;2023-03-23;3;12;2023 - W12;176;100
S0578;5;21;E0578;PRODUCT N;2023-04-13;4;15;2023 - W15;330;100
S0579;11;48;E0579;PRODUCT M;2023-04-04;4;14;2023 - W14;131;100
S0580;10;43;E0580;PRODUCT T;2023-03-29;3;13;2023 - W13;159;100
S0581;11;46;E0581;PRODUCT F;2023-03-28;3;13;2023 - W13;135;100
S0582;11;46;E0582;PRODUCT F;2023-04-06;4;14;2023 - W14;144;100
S0583;11;46;E0583;PRODUCT T;2023-03-29;3;13;2023 - W13;141;100
S0584;12;53;E0584;PRODUCT F;2023-04-05;4;14;2023 - W14;95;100
S0585;12;53;E0585;PRODUCT F;2023-03-30;3;13;2023 - W13;89;100
S0586;12;53;E0586;PRODUCT F;2023-03-28;3;13;2023 - W13;87;100
S0587;5;22;E0587;PRODUCT N;2023-04-05;4;14;2023 - W14;312;100
S0588;1;2;E0588;PRODUCT F;2023-04-03;4;14;2023 - W14;89;100
S0589;1;4;E0589;PRODUCT M;2023-03-23;3;12;2023 - W12;60;100
S0590;1;4;E0590;PRODUCT M;2023-03-27;3;13;2023 - W13;64;100
S0591;1;4;E0591;PRODUCT M;2023-03-24;3;12;2023 - W12;61;100
S0592;1;4;E0592;PRODUCT M;2023-03-24;3;12;2023 - W12;61;100
S0593;2;8;E0593;PRODUCT M;2023-03-30;3;13;2023 - W13;408;100
S0594;1;4;E0594;PRODUCT M;2023-03-31;3;13;2023 - W13;68;100
S0595;12;52;E0595;PRODUCT M;2023-03-27;3;13;2023 - W13;97;100
S0596;12;52;E0596;PRODUCT M;2023-03-27;3;13;2023 - W13;97;100
S0597;12;52;E0597;PRODUCT M;2023-03-28;3;13;2023 - W13;98;100
S0598;12;52;E0598;PRODUCT M;2023-03-28;3;13;2023 - W13;98;100
S0599;12;52;E0599;PRODUCT M;2023-03-30;3;13;2023 - W13;100;100
S0600;12;52;E0600;PRODUCT M;2023-03-27;3;13;2023 - W13;97;100
S0601;11;48;E0601;PRODUCT O;2023-04-03;4;14;2023 - W14;497;100
S0602;10;44;E0602;PRODUCT T;2023-04-05;4;14;2023 - W14;160;100
S0603;11;46;E0603;PRODUCT T;2023-04-05;4;14;2023 - W14;148;100
S0604;11;46;E0604;PRODUCT F;2023-04-03;4;14;2023 - W14;141;100
S0605;8;32;E0605;PRODUCT T;2023-04-03;4;14;2023 - W14;242;100
S0606;11;46;E0606;PRODUCT F;2023-04-03;4;14;2023 - W14;141;100
S0607;12;53;E0607;PRODUCT F;2023-04-04;4;14;2023 - W14;95;100
S0608;12;53;E0608;PRODUCT F;2023-04-12;4;15;2023 - W15;102;100
S0609;12;53;E0609;PRODUCT F;2023-04-24;4;17;2023 - W17;114;100
S0610;12;53;E0610;PRODUCT F;2023-04-14;4;15;2023 - W15;104;100
S0611;12;53;E0611;PRODUCT F;2023-04-07;4;14;2023 - W14;97;100
S0612;12;53;E0612;PRODUCT F;2023-04-24;4;17;2023 - W17;114;100
S0613;10;44;E0613;PRODUCT T;2023-04-25;4;17;2023 - W17;180;100
S0614;11;46;E0614;PRODUCT T;2023-04-06;4;14;2023 - W14;149;100
S0615;1;4;E0615;PRODUCT TH;2023-04-05;4;14;2023 - W14;79;100
S0616;4;16;E0616;PRODUCT T;2023-04-05;4;14;2023 - W14;723;100
S0617;1;4;E0617;PRODUCT M;2023-03-31;3;13;2023 - W13;70;100
S0618;1;4;E0618;PRODUCT M;2023-04-03;4;14;2023 - W14;73;100
S0619;1;5;E0619;PRODUCT M;2023-04-03;4;14;2023 - W14;69;100
S0620;1;4;E0620;PRODUCT M;2023-04-03;4;14;2023 - W14;73;100
S0621;1;5;E0621;PRODUCT M;2023-03-31;3;13;2023 - W13;64;100
S0622;1;5;E0622;PRODUCT M;2023-03-31;3;13;2023 - W13;64;100
S0623;9;38;E0623;PRODUCT N;2023-04-20;4;16;2023 - W16;945;100
S0624;9;38;E0624;PRODUCT N;2023-04-20;4;16;2023 - W16;945;100
S0625;7;31;E0625;PRODUCT C;2023-04-04;4;14;2023 - W14;253;100
S0626;1;5;E0626;PRODUCT M;2023-04-14;4;15;2023 - W15;79;100
S0627;11;45;E0627;PRODUCT T;2023-04-14;4;15;2023 - W15;163;100
S0628;9;38;E0628;PRODUCT T;2023-04-07;4;14;2023 - W14;206;100
S0629;11;46;E0629;PRODUCT T;2023-04-07;4;14;2023 - W14;150;100
S0630;10;43;E0630;PRODUCT C;2023-04-11;4;15;2023 - W15;170;100
S0631;10;43;E0631;PRODUCT C;2023-04-20;4;16;2023 - W16;179;100
S0632;12;53;E0632;PRODUCT F;2023-04-07;4;14;2023 - W14;97;100
S0633;9;38;E0633;PRODUCT T;2023-04-18;4;16;2023 - W16;217;100
S0634;1;3;E0634;PRODUCT TH;2023-04-06;4;14;2023 - W14;85;100
S0635;10;44;E0635;PRODUCT T;2023-04-24;4;17;2023 - W17;179;100
S0636;1;3;E0636;PRODUCT TH;2023-04-12;4;15;2023 - W15;91;100
S0637;1;3;E0637;PRODUCT TH;2023-04-12;4;15;2023 - W15;91;100
S0638;2;6;E0638;PRODUCT M;2023-04-13;4;15;2023 - W15;71;100
S0639;1;3;E0639;PRODUCT TH;2023-04-17;4;16;2023 - W16;96;100
S0640;1;5;E0640;PRODUCT M;2023-04-11;4;15;2023 - W15;75;100
S0641;4;15;E0641;PRODUCT T;2023-04-17;4;16;2023 - W16;377;100
S0642;11;45;E0642;PRODUCT T;2023-04-12;4;15;2023 - W15;161;100
S0643;2;6;E0643;PRODUCT M;2023-04-13;4;15;2023 - W15;71;100
S0644;2;6;E0644;PRODUCT M;2023-04-13;4;15;2023 - W15;71;100
S0645;2;6;E0645;PRODUCT M;2023-04-11;4;15;2023 - W15;69;100
S0646;2;6;E0646;PRODUCT M;2023-04-14;4;15;2023 - W15;72;100
S0647;2;6;E0647;PRODUCT M;2023-04-11;4;15;2023 - W15;69;100
S0648;8;35;E0648;PRODUCT C;2023-04-21;4;16;2023 - W16;237;100
