START BATCH CODE;START EVENT MONTH;START EVENT CALENDAR WEEK;END BATCH CODE;MATERIAL;END TIME;END EVENT MONTH;END EVENT CALENDAR WEEK;YEAR WEEK;CYCLE TIME;TARGET CYCLE TIME
S0978;5;20;E0978;PRODUCT M;2023-07-21;7;29;2023 - W29;73;100
S0979;3;12;E0979;PRODUCT O;2023-07-26;7;30;2023 - W30;494;100
S0980;3;10;E0980;PRODUCT N;2023-07-17;7;29;2023 - W29;134;100
S0981;5;20;E0981;PRODUCT M;2023-07-20;7;29;2023 - W29;72;100
S0982;12;50;E0982;PRODUCT T;2023-07-06;7;27;2023 - W27;207;100
S0983;5;20;E0983;PRODUCT M;2023-07-06;7;27;2023 - W27;57;100
S0984;2;9;E0984;PRODUCT N;2023-07-07;7;27;2023 - W27;134;100
S0985;2;9;E0985;PRODUCT N;2023-07-12;7;28;2023 - W28;139;100
S0986;1;2;E0986;PRODUCT TH;2023-07-11;7;28;2023 - W28;185;100
S0987;3;11;E0987;PRODUCT N;2023-07-14;7;28;2023 - W28;129;100
S0988;5;20;E0988;PRODUCT M;2023-07-13;7;28;2023 - W28;64;100
S0989;5;20;E0989;PRODUCT M;2023-07-14;7;28;2023 - W28;65;100
S0990;2;9;E0990;PRODUCT C;2023-07-14;7;28;2023 - W28;143;100
S0991;7;27;E0991;PRODUCT T;2023-07-17;7;29;2023 - W29;381;100
S0992;2;8;E0992;PRODUCT T;2023-07-19;7;29;2023 - W29;154;100
S0993;3;10;E0993;PRODUCT T;2023-07-18;7;29;2023 - W29;138;100
S0994;1;5;E0994;PRODUCT T;2023-07-19;7;29;2023 - W29;177;100
S0995;3;14;E0995;PRODUCT TH;2023-07-17;7;29;2023 - W29;108;100
S0996;3;14;E0996;PRODUCT TH;2023-07-13;7;28;2023 - W28;104;100
S0997;2;9;E0997;PRODUCT C;2023-07-13;7;28;2023 - W28;142;100
S0998;5;21;E0998;PRODUCT M;2023-07-14;7;28;2023 - W28;59;100
S0999;5;21;E0999;PRODUCT M;2023-07-14;7;28;2023 - W28;59;100
S1000;5;21;E1000;PRODUCT M;2023-07-18;7;29;2023 - W29;63;100
S1001;5;21;E1001;PRODUCT M;2023-07-14;7;28;2023 - W28;59;100
S1002;2;9;E1002;PRODUCT C;2023-07-17;7;29;2023 - W29;146;100
S1003;3;14;E1003;PRODUCT TH;2023-07-12;7;28;2023 - W28;103;100
S1004;10;43;E1004;PRODUCT O;2023-07-28;7;30;2023 - W30;649;100
S1005;5;21;E1005;PRODUCT M;2023-07-19;7;29;2023 - W29;64;100
S1006;12;50;E1006;PRODUCT T;2023-07-19;7;29;2023 - W29;220;100
S1007;5;21;E1007;PRODUCT M;2023-07-14;7;28;2023 - W28;59;100
S1008;5;22;E1008;PRODUCT M;2023-07-20;7;29;2023 - W29;55;100
S1009;5;21;E1009;PRODUCT M;2023-07-24;7;30;2023 - W30;67;100
S1010;5;22;E1010;PRODUCT M;2023-07-25;7;30;2023 - W30;60;100
S1011;5;21;E1011;PRODUCT M;2023-07-20;7;29;2023 - W29;65;100
S1012;12;50;E1012;PRODUCT T;2023-08-08;8;32;2023 - W32;240;100
S1013;5;22;E1013;PRODUCT M;2023-07-24;7;30;2023 - W30;59;100
S1014;3;10;E1014;PRODUCT N;2023-07-25;7;30;2023 - W30;142;100
S1015;2;9;E1015;PRODUCT C;2023-07-24;7;30;2023 - W30;153;100
S1016;2;9;E1016;PRODUCT C;2023-07-24;7;30;2023 - W30;153;100
S1017;2;9;E1017;PRODUCT C;2023-07-24;7;30;2023 - W30;148;100
S1018;5;22;E1018;PRODUCT M;2023-07-26;7;30;2023 - W30;61;100
S1019;3;11;E1019;PRODUCT N;2023-07-27;7;30;2023 - W30;140;100
S1020;5;20;E1020;PRODUCT M;2023-07-25;7;30;2023 - W30;77;100
S1021;3;14;E1021;PRODUCT TH;2023-07-20;7;29;2023 - W29;111;100
S1022;5;22;E1022;PRODUCT M;2023-07-27;7;30;2023 - W30;62;100
S1023;9;38;E1023;PRODUCT C;2023-07-26;7;30;2023 - W30;314;100
S1024;12;51;E1024;PRODUCT T;2023-08-10;8;32;2023 - W32;236;100
S1025;4;16;E1025;PRODUCT F;2023-07-24;7;30;2023 - W30;102;100
S1026;3;12;E1026;PRODUCT O;2023-07-21;7;29;2023 - W29;489;100
S1027;2;9;E1027;PRODUCT N;2023-07-25;7;30;2023 - W30;152;100
S1028;5;21;E1028;PRODUCT M;2023-07-25;7;30;2023 - W30;70;100
S1029;1;5;E1029;PRODUCT C;2023-07-21;7;29;2023 - W29;174;100
S1030;9;40;E1030;PRODUCT C;2023-07-27;7;30;2023 - W30;300;100
S1031;3;14;E1031;PRODUCT O;2023-08-02;8;31;2023 - W31;127;100
S1032;2;6;E1032;PRODUCT T;2023-07-31;7;31;2023 - W31;178;100
S1033;1;5;E1033;PRODUCT T;2023-08-03;8;31;2023 - W31;192;100
S1034;1;5;E1034;PRODUCT T;2023-08-01;8;31;2023 - W31;184;100
S1035;5;22;E1035;PRODUCT M;2023-07-27;7;30;2023 - W30;62;100
S1036;6;25;E1036;PRODUCT T;2023-07-26;7;30;2023 - W30;408;100
S1037;11;47;E1037;PRODUCT T;2023-07-27;7;30;2023 - W30;254;100
S1038;4;16;E1038;PRODUCT T;2023-07-26;7;30;2023 - W30;465;100
S1039;2;10;E1039;PRODUCT N;2023-07-28;7;30;2023 - W30;150;100
S1040;4;16;E1040;PRODUCT F;2023-07-31;7;31;2023 - W31;109;100
S1041;4;16;E1041;PRODUCT F;2023-07-31;7;31;2023 - W31;109;100
S1042;5;22;E1042;PRODUCT M;2023-07-27;7;30;2023 - W30;61;100
S1043;5;22;E1043;PRODUCT M;2023-07-31;7;31;2023 - W31;65;100
S1044;5;22;E1044;PRODUCT M;2023-07-31;7;31;2023 - W31;65;100
S1045;5;22;E1045;PRODUCT M;2023-08-03;8;31;2023 - W31;68;100
S1046;4;15;E1046;PRODUCT T;2023-07-26;7;30;2023 - W30;477;100
S1047;1;2;E1047;PRODUCT TH;2023-07-31;7;31;2023 - W31;206;100
S1048;1;3;E1048;PRODUCT F;2023-07-31;7;31;2023 - W31;203;100
S1049;5;23;E1049;PRODUCT M;2023-08-08;8;32;2023 - W32;69;100
S1050;1;3;E1050;PRODUCT T;2023-08-01;8;31;2023 - W31;203;100
S1051;1;3;E1051;PRODUCT T;2023-08-03;8;31;2023 - W31;205;100
S1052;11;46;E1052;PRODUCT F;2023-08-02;8;31;2023 - W31;262;100
S1053;5;22;E1053;PRODUCT M;2023-08-03;8;31;2023 - W31;68;100
S1054;5;22;E1054;PRODUCT M;2023-08-03;8;31;2023 - W31;69;100
S1055;5;23;E1055;PRODUCT M;2023-08-03;8;31;2023 - W31;64;100
S1056;5;22;E1056;PRODUCT M;2023-08-03;8;31;2023 - W31;69;100
S1057;3;10;E1057;PRODUCT N;2023-08-03;8;31;2023 - W31;151;100
S1058;3;14;E1058;PRODUCT T;2023-08-10;8;32;2023 - W32;136;100
S1059;2;9;E1059;PRODUCT C;2023-08-04;8;31;2023 - W31;164;100
S1060;9;40;E1060;PRODUCT C;2023-08-09;8;32;2023 - W32;313;100
S1061;2;9;E1061;PRODUCT C;2023-08-10;8;32;2023 - W32;170;100
S1062;5;23;E1062;PRODUCT M;2023-08-08;8;32;2023 - W32;69;100
S1063;5;23;E1063;PRODUCT M;2023-08-10;8;32;2023 - W32;71;100
S1064;5;23;E1064;PRODUCT M;2023-08-10;8;32;2023 - W32;71;100
S1065;4;16;E1065;PRODUCT F;2023-08-02;8;31;2023 - W31;111;100
S1066;1;5;E1066;PRODUCT T;2023-08-08;8;32;2023 - W32;191;100
S1067;4;16;E1067;PRODUCT F;2023-08-04;8;31;2023 - W31;113;100
S1068;9;36;E1068;PRODUCT O;2023-08-10;8;32;2023 - W32;342;100
S1069;3;14;E1069;PRODUCT TH;2023-08-03;8;31;2023 - W31;125;100
S1070;3;14;E1070;PRODUCT TH;2023-08-08;8;32;2023 - W32;130;100
S1071;9;36;E1071;PRODUCT O;2023-08-11;8;32;2023 - W32;343;100
S1072;2;9;E1072;PRODUCT C;2023-08-10;8;32;2023 - W32;170;100
S1073;11;45;E1073;PRODUCT T;2023-08-08;8;32;2023 - W32;279;100
S1074;1;3;E1074;PRODUCT TH;2023-08-10;8;32;2023 - W32;211;100
S1075;3;10;E1075;PRODUCT N;2023-08-09;8;32;2023 - W32;157;100
S1076;2;9;E1076;PRODUCT C;2023-08-10;8;32;2023 - W32;165;100
S1077;5;23;E1077;PRODUCT M;2023-08-09;8;32;2023 - W32;70;100
S1078;2;9;E1078;PRODUCT C;2023-08-15;8;33;2023 - W33;170;100
S1079;9;38;E1079;PRODUCT N;2023-08-11;8;32;2023 - W32;1058;100
S1080;9;38;E1080;PRODUCT N;2023-08-11;8;32;2023 - W32;1058;100
S1081;10;43;E1081;PRODUCT C;2023-08-21;8;34;2023 - W34;304;100
S1082;9;40;E1082;PRODUCT C;2023-08-21;8;34;2023 - W34;325;100
S1083;5;22;E1083;PRODUCT C;2023-08-15;8;33;2023 - W33;84;100
S1084;1;3;E1084;PRODUCT F;2023-08-14;8;33;2023 - W33;217;100
S1085;5;22;E1085;PRODUCT C;2023-08-14;8;33;2023 - W33;83;100
S1086;5;22;E1086;PRODUCT C;2023-08-14;8;33;2023 - W33;81;100
S1087;5;22;E1087;PRODUCT C;2023-08-21;8;34;2023 - W34;90;100
S1088;5;22;E1088;PRODUCT C;2023-08-14;8;33;2023 - W33;81;100
S1089;3;14;E1089;PRODUCT O;2023-08-15;8;33;2023 - W33;140;100
S1090;1;2;E1090;PRODUCT TH;2023-08-17;8;33;2023 - W33;222;100
S1091;1;2;E1091;PRODUCT TH;2023-08-16;8;33;2023 - W33;221;100
S1092;1;3;E1092;PRODUCT F;2023-08-17;8;33;2023 - W33;220;100
S1093;1;3;E1093;PRODUCT F;2023-08-17;8;33;2023 - W33;220;100
S1094;1;3;E1094;PRODUCT F;2023-08-17;8;33;2023 - W33;220;100
S1095;3;12;E1095;PRODUCT O;2023-08-18;8;33;2023 - W33;517;100
S1096;9;36;E1096;PRODUCT O;2023-08-21;8;34;2023 - W34;353;100
S1097;3;12;E1097;PRODUCT O;2023-08-21;8;34;2023 - W34;520;100
S1098;3;10;E1098;PRODUCT N;2023-08-18;8;33;2023 - W33;166;100
S1099;1;4;E1099;PRODUCT T;2023-08-24;8;34;2023 - W34;219;100
S1100;12;52;E1100;PRODUCT T;2023-08-21;8;34;2023 - W34;241;100
S1101;12;50;E1101;PRODUCT T;2023-08-21;8;34;2023 - W34;253;100
S1102;12;52;E1102;PRODUCT T;2023-08-31;8;35;2023 - W35;251;100
S1103;12;50;E1103;PRODUCT T;2023-08-22;8;34;2023 - W34;254;100
S1104;5;23;E1104;PRODUCT M;2023-08-17;8;33;2023 - W33;78;100
S1105;4;17;E1105;PRODUCT T;2023-08-17;8;33;2023 - W33;847;100
S1106;1;4;E1106;PRODUCT T;2023-09-07;9;36;2023 - W36;233;100
S1107;3;11;E1107;PRODUCT N;2023-08-17;8;33;2023 - W33;161;100
S1108;3;11;E1108;PRODUCT N;2023-08-22;8;34;2023 - W34;166;100
S1109;9;36;E1109;PRODUCT O;2023-08-21;8;34;2023 - W34;353;100
S1110;3;10;E1110;PRODUCT N;2023-08-21;8;34;2023 - W34;169;100
S1111;6;27;E1111;PRODUCT M;2023-08-23;8;34;2023 - W34;57;100
S1112;6;27;E1112;PRODUCT M;2023-08-21;8;34;2023 - W34;55;100
S1113;6;26;E1113;PRODUCT M;2023-08-29;8;35;2023 - W35;69;100
S1114;6;26;E1114;PRODUCT M;2023-08-29;8;35;2023 - W35;69;100
S1115;6;26;E1115;PRODUCT M;2023-08-23;8;34;2023 - W34;61;100
S1116;10;43;E1116;PRODUCT O;2023-08-22;8;34;2023 - W34;674;100
S1117;1;3;E1117;PRODUCT F;2023-08-25;8;34;2023 - W34;228;100
S1118;2;9;E1118;PRODUCT C;2023-08-25;8;34;2023 - W34;180;100
S1119;6;26;E1119;PRODUCT M;2023-08-29;8;35;2023 - W35;67;100
S1120;9;36;E1120;PRODUCT N;2023-08-23;8;34;2023 - W34;721;100
S1121;6;27;E1121;PRODUCT M;2023-08-25;8;34;2023 - W34;59;100
S1122;6;27;E1122;PRODUCT M;2023-08-24;8;34;2023 - W34;56;100
S1123;6;27;E1123;PRODUCT M;2023-08-28;8;35;2023 - W35;60;100
S1124;6;27;E1124;PRODUCT M;2023-08-28;8;35;2023 - W35;60;100
S1125;6;27;E1125;PRODUCT M;2023-08-23;8;34;2023 - W34;55;100
S1126;6;27;E1126;PRODUCT M;2023-08-25;8;34;2023 - W34;57;100
S1127;6;27;E1127;PRODUCT M;2023-08-25;8;34;2023 - W34;57;100
S1128;6;27;E1128;PRODUCT M;2023-08-28;8;35;2023 - W35;60;100
S1129;5;22;E1129;PRODUCT C;2023-08-28;8;35;2023 - W35;95;100
S1130;5;23;E1130;PRODUCT C;2023-08-28;8;35;2023 - W35;90;100
S1131;6;24;E1131;PRODUCT F;2023-08-25;8;34;2023 - W34;79;100
S1132;6;24;E1132;PRODUCT F;2023-08-28;8;35;2023 - W35;82;100
S1133;1;3;E1133;PRODUCT F;2023-09-11;9;37;2023 - W37;245;100
S1134;6;26;E1134;PRODUCT M;2023-08-29;8;35;2023 - W35;67;100
S1135;6;27;E1135;PRODUCT M;2023-08-24;8;34;2023 - W34;56;100
S1136;6;25;E1136;PRODUCT F;2023-08-30;8;35;2023 - W35;75;100
S1137;6;25;E1137;PRODUCT F;2023-09-12;9;37;2023 - W37;88;100
S1138;11;47;E1138;PRODUCT T;2023-08-25;8;34;2023 - W34;283;100
S1139;6;27;E1139;PRODUCT M;2023-08-29;8;35;2023 - W35;61;100
S1140;5;22;E1140;PRODUCT M;2023-09-05;9;36;2023 - W36;101;100
S1141;6;27;E1141;PRODUCT M;2023-08-29;8;35;2023 - W35;63;100
S1142;10;43;E1142;PRODUCT C;2023-08-31;8;35;2023 - W35;314;100
S1143;5;21;E1143;PRODUCT C;2023-08-31;8;35;2023 - W35;102;100
S1144;5;23;E1144;PRODUCT C;2023-09-05;9;36;2023 - W36;98;100
S1145;5;23;E1145;PRODUCT C;2023-09-04;9;36;2023 - W36;97;100
S1146;5;23;E1146;PRODUCT C;2023-09-07;9;36;2023 - W36;99;100
S1147;6;25;E1147;PRODUCT F;2023-09-11;9;37;2023 - W37;87;100
S1148;3;11;E1148;PRODUCT N;2023-09-12;9;37;2023 - W37;189;100
S1149;7;27;E1149;PRODUCT M;2023-09-07;9;36;2023 - W36;67;100
S1150;7;28;E1150;PRODUCT M;2023-08-31;8;35;2023 - W35;55;100
S1151;5;21;E1151;PRODUCT C;2023-09-04;9;36;2023 - W36;106;100
S1152;7;28;E1152;PRODUCT M;2023-09-07;9;36;2023 - W36;62;100
S1153;11;47;E1153;PRODUCT T;2023-08-31;8;35;2023 - W35;289;100
S1154;4;16;E1154;PRODUCT F;2023-08-31;8;35;2023 - W35;140;100
S1155;6;25;E1155;PRODUCT F;2023-08-31;8;35;2023 - W35;76;100
S1156;1;4;E1156;PRODUCT T;2023-10-05;10;40;2023 - W40;261;100
S1157;6;25;E1157;PRODUCT F;2023-09-01;9;35;2023 - W35;77;100
S1158;1;2;E1158;PRODUCT TH;2023-09-05;9;36;2023 - W36;241;100
S1159;1;2;E1159;PRODUCT TH;2023-09-05;9;36;2023 - W36;241;100
S1160;1;5;E1160;PRODUCT C;2023-09-05;9;36;2023 - W36;222;100
S1161;1;5;E1161;PRODUCT C;2023-09-04;9;36;2023 - W36;221;100
S1162;2;9;E1162;PRODUCT C;2023-09-07;9;36;2023 - W36;198;100
S1163;6;27;E1163;PRODUCT M;2023-09-06;9;36;2023 - W36;71;100
S1164;6;27;E1164;PRODUCT M;2023-09-11;9;37;2023 - W37;73;100
S1165;6;27;E1165;PRODUCT M;2023-09-05;9;36;2023 - W36;67;100
S1166;6;27;E1166;PRODUCT M;2023-09-08;9;36;2023 - W36;70;100
S1167;7;29;E1167;PRODUCT M;2023-09-08;9;36;2023 - W36;58;100
S1168;6;27;E1168;PRODUCT M;2023-09-11;9;37;2023 - W37;73;100
S1169;6;27;E1169;PRODUCT M;2023-09-13;9;37;2023 - W37;75;100
S1170;7;28;E1170;PRODUCT M;2023-09-13;9;37;2023 - W37;68;100
S1171;6;27;E1171;PRODUCT M;2023-09-12;9;37;2023 - W37;74;100
S1172;11;45;E1172;PRODUCT T;2023-09-13;9;37;2023 - W37;315;100
S1173;6;27;E1173;PRODUCT M;2023-09-11;9;37;2023 - W37;73;100
S1174;6;25;E1174;PRODUCT F;2023-09-11;9;37;2023 - W37;87;100
S1175;5;21;E1175;PRODUCT C;2023-09-22;9;38;2023 - W38;124;100
S1176;6;24;E1176;PRODUCT TH;2023-09-14;9;37;2023 - W37;97;100
S1177;6;24;E1177;PRODUCT TH;2023-09-14;9;37;2023 - W37;97;100
S1178;6;24;E1178;PRODUCT TH;2023-09-14;9;37;2023 - W37;97;100
S1179;6;24;E1179;PRODUCT TH;2023-09-14;9;37;2023 - W37;97;100
S1180;6;24;E1180;PRODUCT TH;2023-09-14;9;37;2023 - W37;96;100
S1181;6;24;E1181;PRODUCT TH;2023-09-14;9;37;2023 - W37;97;100
S1182;6;24;E1182;PRODUCT TH;2023-09-14;9;37;2023 - W37;96;100
S1183;6;24;E1183;PRODUCT TH;2023-09-14;9;37;2023 - W37;96;100
S1184;6;24;E1184;PRODUCT TH;2023-09-18;9;38;2023 - W38;101;100
S1185;6;24;E1185;PRODUCT TH;2023-09-14;9;37;2023 - W37;97;100
S1186;6;25;E1186;PRODUCT F;2023-09-11;9;37;2023 - W37;87;100
S1187;6;24;E1187;PRODUCT TH;2023-09-19;9;38;2023 - W38;101;100
S1188;6;24;E1188;PRODUCT TH;2023-09-19;9;38;2023 - W38;101;100
S1189;6;24;E1189;PRODUCT TH;2023-09-18;9;38;2023 - W38;100;100
S1190;6;24;E1190;PRODUCT TH;2023-09-18;9;38;2023 - W38;101;100
S1191;6;24;E1191;PRODUCT TH;2023-09-18;9;38;2023 - W38;100;100
S1192;5;21;E1192;PRODUCT T;2023-09-19;9;38;2023 - W38;127;100
S1193;7;28;E1193;PRODUCT M;2023-09-14;9;37;2023 - W37;70;100
S1194;6;25;E1194;PRODUCT F;2023-09-14;9;37;2023 - W37;90;100
S1195;7;29;E1195;PRODUCT M;2023-09-21;9;38;2023 - W38;71;100
S1196;6;27;E1196;PRODUCT M;2023-09-20;9;38;2023 - W38;82;100
S1197;7;29;E1197;PRODUCT M;2023-09-22;9;38;2023 - W38;71;100
S1198;7;29;E1198;PRODUCT M;2023-09-20;9;38;2023 - W38;70;100
S1199;4;15;E1199;PRODUCT T;2023-09-21;9;38;2023 - W38;169;100
S1200;7;30;E1200;PRODUCT M;2023-09-20;9;38;2023 - W38;66;100
S1201;7;29;E1201;PRODUCT M;2023-09-22;9;38;2023 - W38;71;100
S1202;5;21;E1202;PRODUCT C;2023-09-20;9;38;2023 - W38;122;100
S1203;5;21;E1203;PRODUCT C;2023-09-19;9;38;2023 - W38;121;100
S1204;6;27;E1204;PRODUCT M;2023-09-20;9;38;2023 - W38;82;100
S1205;7;28;E1205;PRODUCT M;2023-09-20;9;38;2023 - W38;75;100
S1206;5;19;E1206;PRODUCT T;2023-09-21;9;38;2023 - W38;143;100
S1207;7;29;E1207;PRODUCT M;2023-09-21;9;38;2023 - W38;70;100
S1208;7;29;E1208;PRODUCT M;2023-09-19;9;38;2023 - W38;69;100
S1209;7;29;E1209;PRODUCT M;2023-09-21;9;38;2023 - W38;70;100
S1210;7;29;E1210;PRODUCT M;2023-09-20;9;38;2023 - W38;70;100
S1211;6;24;E1211;PRODUCT F;2023-09-28;9;39;2023 - W39;113;100
S1212;5;22;E1212;PRODUCT C;2023-09-19;9;38;2023 - W38;117;100
S1213;11;47;E1213;PRODUCT T;2023-09-19;9;38;2023 - W38;308;100
S1214;5;19;E1214;PRODUCT T;2023-09-25;9;39;2023 - W39;148;100
S1215;5;21;E1215;PRODUCT C;2023-09-25;9;39;2023 - W39;127;100
S1216;7;29;E1216;PRODUCT M;2023-09-26;9;39;2023 - W39;75;100
S1217;6;25;E1217;PRODUCT F;2023-09-26;9;39;2023 - W39;102;100
S1218;6;25;E1218;PRODUCT F;2023-10-02;10;40;2023 - W40;108;100
S1219;6;25;E1219;PRODUCT F;2023-09-26;9;39;2023 - W39;102;100
S1220;7;28;E1220;PRODUCT M;2023-09-25;9;39;2023 - W39;81;100
S1221;1;4;E1221;PRODUCT T;2023-09-26;9;39;2023 - W39;252;100
S1222;5;21;E1222;PRODUCT C;2023-09-25;9;39;2023 - W39;127;100
S1223;6;24;E1223;PRODUCT TH;2023-09-22;9;38;2023 - W38;104;100
S1224;6;24;E1224;PRODUCT TH;2023-09-22;9;38;2023 - W38;104;100
S1225;6;24;E1225;PRODUCT TH;2023-09-22;9;38;2023 - W38;104;100
S1226;6;24;E1226;PRODUCT TH;2023-09-21;9;38;2023 - W38;104;100
S1227;6;27;E1227;PRODUCT M;2023-09-25;9;39;2023 - W39;87;100
S1228;12;52;E1228;PRODUCT T;2023-09-26;9;39;2023 - W39;277;100
S1229;7;30;E1229;PRODUCT M;2023-09-27;9;39;2023 - W39;68;100
S1230;6;24;E1230;PRODUCT TH;2023-09-26;9;39;2023 - W39;108;100
S1231;8;32;E1231;PRODUCT M;2023-09-25;9;39;2023 - W39;54;100
S1232;7;30;E1232;PRODUCT M;2023-09-26;9;39;2023 - W39;67;100
S1233;6;25;E1233;PRODUCT C;2023-09-29;9;39;2023 - W39;103;100
S1234;9;40;E1234;PRODUCT T;2023-10-04;10;40;2023 - W40;371;100
S1235;9;36;E1235;PRODUCT O;2023-09-29;9;39;2023 - W39;392;100
S1236;7;30;E1236;PRODUCT M;2023-09-28;9;39;2023 - W39;73;100
S1237;7;30;E1237;PRODUCT M;2023-09-28;9;39;2023 - W39;69;100
S1238;5;20;E1238;PRODUCT M;2023-09-27;9;39;2023 - W39;140;100
S1239;6;25;E1239;PRODUCT F;2023-09-27;9;39;2023 - W39;103;100
S1240;3;14;E1240;PRODUCT O;2023-09-28;9;39;2023 - W39;184;100
S1241;6;26;E1241;PRODUCT C;2023-10-02;10;40;2023 - W40;101;100
S1242;6;26;E1242;PRODUCT C;2023-09-28;9;39;2023 - W39;97;100
S1243;7;30;E1243;PRODUCT M;2023-09-28;9;39;2023 - W39;74;100
S1244;7;30;E1244;PRODUCT M;2023-10-05;10;40;2023 - W40;77;100
S1245;7;30;E1245;PRODUCT M;2023-10-04;10;40;2023 - W40;76;100
S1246;5;23;E1246;PRODUCT C;2023-09-28;9;39;2023 - W39;121;100
S1247;3;11;E1247;PRODUCT N;2023-09-27;9;39;2023 - W39;200;100
S1248;3;10;E1248;PRODUCT N;2023-10-04;10;40;2023 - W40;213;100
S1249;8;32;E1249;PRODUCT M;2023-10-05;10;40;2023 - W40;64;100
S1250;11;46;E1250;PRODUCT C;2023-10-04;10;40;2023 - W40;329;100
S1251;5;22;E1251;PRODUCT C;2023-09-29;9;39;2023 - W39;127;100
S1252;5;23;E1252;PRODUCT C;2023-10-02;10;40;2023 - W40;125;100
S1253;6;25;E1253;PRODUCT F;2023-10-02;10;40;2023 - W40;108;100
S1254;11;47;E1254;PRODUCT T;2023-10-03;10;40;2023 - W40;322;100
S1255;12;51;E1255;PRODUCT C;2023-09-29;9;39;2023 - W39;289;100
S1256;3;11;E1256;PRODUCT N;2023-10-03;10;40;2023 - W40;206;100
S1257;3;11;E1257;PRODUCT N;2023-10-03;10;40;2023 - W40;206;100
S1258;8;32;E1258;PRODUCT M;2023-10-09;10;41;2023 - W41;69;100
S1259;7;29;E1259;PRODUCT M;2023-10-05;10;40;2023 - W40;84;100
S1260;3;10;E1260;PRODUCT T;2023-10-05;10;40;2023 - W40;217;100
S1261;7;30;E1261;PRODUCT M;2023-10-09;10;41;2023 - W41;81;100
S1262;7;30;E1262;PRODUCT M;2023-10-05;10;40;2023 - W40;76;100
S1263;8;32;E1263;PRODUCT M;2023-10-09;10;41;2023 - W41;69;100
S1264;3;14;E1264;PRODUCT T;2023-10-05;10;40;2023 - W40;192;100
S1265;5;21;E1265;PRODUCT C;2023-10-06;10;40;2023 - W40;138;100
S1266;6;25;E1266;PRODUCT F;2023-10-06;10;40;2023 - W40;112;100
S1267;8;32;E1267;PRODUCT M;2023-10-09;10;41;2023 - W41;69;100
S1268;4;17;E1268;PRODUCT N;2022-11-14;11;46;2022 - W46;570;100
S1269;8;34;E1269;PRODUCT T;2022-12-22;12;51;2022 - W51;129;100
S1270;5;19;E1270;PRODUCT N;2022-11-30;11;48;2022 - W48;210;100
S1271;10;41;E1271;PRODUCT F;2023-01-06;1;1;2023 - W1;94;100
S1272;5;23;E1272;PRODUCT N;2023-01-04;1;1;2023 - W1;219;100
S1273;10;41;E1273;PRODUCT TH;2023-01-10;1;2;2023 - W2;94;100
S1274;11;45;E1274;PRODUCT F;2023-01-18;1;3;2023 - W3;75;100
S1275;11;45;E1275;PRODUCT TH;2023-01-30;1;5;2023 - W5;89;100
S1276;11;48;E1276;PRODUCT F;2023-02-15;2;7;2023 - W7;80;100
S1277;8;34;E1277;PRODUCT T;2023-05-31;5;22;2023 - W22;289;100
S1278;12;50;E1278;PRODUCT C;2023-05-19;5;20;2023 - W20;165;100
S1279;3;10;E1279;PRODUCT N;2023-06-07;6;23;2023 - W23;97;100
S1280;8;35;E1280;PRODUCT O;2023-08-10;8;32;2023 - W32;713;100
S1281;3;14;E1281;PRODUCT TH;2023-06-22;6;25;2023 - W25;83;100
S1282;5;20;E1282;PRODUCT F;2023-07-06;7;27;2023 - W27;59;100
S1283;1;3;E1283;PRODUCT F;2023-07-19;7;29;2023 - W29;186;100
S1284;4;15;E1284;PRODUCT F;2023-07-31;7;31;2023 - W31;113;100
S1285;4;15;E1285;PRODUCT F;2023-07-31;7;31;2023 - W31;113;100
S1286;6;27;E1286;PRODUCT F;2023-09-01;9;35;2023 - W35;67;100
S1287;6;25;E1287;PRODUCT TH;2023-08-31;8;35;2023 - W35;79;100
S1288;6;24;E1288;PRODUCT F;2023-08-30;8;35;2023 - W35;84;100
S1289;3;10;E1289;PRODUCT N;2023-09-15;9;37;2023 - W37;197;100
S1290;2;6;E1290;PRODUCT O;2023-09-13;9;37;2023 - W37;222;100

